namespace,table_name,g1,g2,g3
beethoven_x_v3_sonic,StablePoolFactory_evt_PoolCreated,defi,stable_pool_factories,pool_created
beethoven_x_v3_sonic,Vault_evt_LiquidityAdded,defi,liquidity_pools,liquidity_added
beethoven_x_v3_sonic,Vault_evt_LiquidityAddedToBuffer,defi,liquidity_pools,liquidity_buffered
beethoven_x_v3_sonic,Vault_evt_LiquidityRemoved,defi,liquidity_pools,liquidity_removed
beethoven_x_v3_sonic,Vault_evt_LiquidityRemovedFromBuffer,defi,liquidity_pools,liquidity_unbuffered
beethoven_x_v3_sonic,Vault_evt_PoolRegistered,defi,liquidity_pools,pool_registered
beethoven_x_v3_sonic,Vault_evt_Swap,defi,dex_amm,asset_swapped
beethoven_x_v3_sonic,Vault_evt_SwapFeePercentageChanged,defi,fee_systems,fee_percentage_changed
beethoven_x_v3_sonic,Vault_evt_Unwrap,defi,dex_amm,asset_unwrapped
beethoven_x_v3_sonic,Vault_evt_Wrap,defi,dex_amm,asset_wrapped
beethoven_x_v3_sonic,WeightedPoolFactory_call_create,defi,weighted_pool_factories,pool_created
beethoven_x_v3_sonic,WeightedPoolFactory_evt_PoolCreated,defi,weighted_pool_factories,pool_created
beets,bpt_prices,defi,liquidity_pools,price_updated
beets,pools_metrics_daily,defi,liquidity_pools,metrics_recorded
beets,trades,defi,dex_amm,asset_swapped
bend_ethereum,LendingPool_evt_Borrow,lending,money_markets,debt_origination
bend_ethereum,LendingPool_evt_Repay,lending,money_markets,debt_repaid
benddao_ethereum,MerkleDistributor_evt_Claimed,defi,reward_systems,reward_claimed
benqi_finance_avalanche_c,QiAvax_evt_Borrow,lending,money_markets,debt_origination
benqi_finance_avalanche_c,QiAvax_evt_LiquidateBorrow,lending,liquidation_systems,collateral_seized
benqi_finance_avalanche_c,QiAvax_evt_Mint,lending,money_markets,supply_deposited
benqi_finance_avalanche_c,QiAvax_evt_Redeem,lending,money_markets,supply_withdrawn
benqi_finance_avalanche_c,QiAvax_evt_RepayBorrow,lending,money_markets,debt_repaid
benqi_finance_avalanche_c,QiErc20Delegate_evt_Borrow,lending,money_markets,debt_origination
benqi_finance_avalanche_c,QiErc20Delegate_evt_LiquidateBorrow,lending,liquidation_systems,collateral_seized
benqi_finance_avalanche_c,QiErc20Delegate_evt_Mint,lending,money_markets,supply_deposited
benqi_finance_avalanche_c,QiErc20Delegate_evt_Redeem,lending,money_markets,supply_withdrawn
benqi_finance_avalanche_c,QiErc20Delegate_evt_RepayBorrow,lending,money_markets,debt_repaid
berachain,blocks,infra,blockchain_data,block_recorded
berachain,contracts,infra,blockchain_data,contract_stored
berachain,creation_traces # Added from original file,infra,blockchain_data,creation_traced
berachain,logs,infra,blockchain_data,log_emitted
berachain,logs_decoded,infra,blockchain_data,log_decoded
berachain,traces,infra,blockchain_data,trace_recorded
berachain,traces_decoded,infra,blockchain_data,trace_decoded
berachain,transactions,infra,blockchain_data,transaction_recorded
beraswap_berachain,vault_evt_poolregistered,defi,liquidity_pools,pool_registered
beraswap_berachain,vault_evt_swap,defi,dex_amm,asset_swapped
beraswap_berachain,weightedpoolfactory_call_create,defi,weighted_pool_factories,pool_created
beraswap_berachain,weightedpoolfactory_evt_poolcreated,defi,weighted_pool_factories,pool_deployed
biswap_bnb,BiswapFactory_evt_PairCreated,defi,dex_amm,pair_created
biswap_bnb,BiswapPair_evt_Swap,defi,dex_amm,asset_swapped
biswap_v3_bnb,BiswapFactoryV3_evt_NewPool,defi,dex_amm,pool_created
biswap_v3_bnb,BiswapPoolV3_evt_Swap,defi,dex_amm,asset_swapped
bitcoin,blocks,infra,blockchain_data,block_recorded
bitcoin,inputs,payments,blockchain_data,input_consumed
bitcoin,outputs,payments,blockchain_data,output_created
bitcoin,transactions,payments,blockchain_data,transaction_recorded
blackhole_avalanche_c,algebrafactory_evt_custompool,defi,dex_amm,pool_created
blackhole_avalanche_c,algebrapool_evt_swap,defi,dex_amm,asset_swapped
blackhole_avalanche_c,pair_evt_swap,defi,dex_amm,asset_swapped
blackhole_avalanche_c,pairgenerator_evt_paircreated,defi,dex_amm,pair_created
blade_base,BladeVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
blade_katana,BladeVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
blast,blocks,infra,blockchain_data,block_recorded
blast,contracts,infra,blockchain_data,contract_stored
blast,creation_traces # Added from original file,infra,blockchain_data,creation_traced
blast,logs,infra,blockchain_data,log_emitted
blast,logs_decoded,infra,blockchain_data,log_decoded
blast,signatures,infra,function_registries,signature_registered
blast,traces,infra,blockchain_data,trace_recorded
blast,traces_decoded,infra,blockchain_data,trace_decoded
blast,transactions,infra,blockchain_data,transaction_recorded
blast_ethereum,launchbridge_evt_ethdeposited,bridge,bridge_protocols,deposit_requested
blast_ethereum,launchbridge_evt_usddeposited,bridge,bridge_protocols,deposit_requested
blasterswap_blast,BlasterswapV2Factory_evt_PairCreated,defi,dex_amm,pair_created
blasterswap_blast,BlasterswapV2Pair_ORBIT_USDB_evt_Swap,defi,dex_amm,asset_swapped
blasterswap_blast,BlasterswapV2Pair_PAC_USDB_evt_Swap,defi,dex_amm,asset_swapped
blasterswap_blast,BlasterswapV2Pair_PAC_WETH_evt_Swap,defi,dex_amm,asset_swapped
blasterswap_blast,BlasterswapV2Pair_USDB_WETH_evt_Swap,defi,dex_amm,asset_swapped
blazeswap_flare,BLAZE_LP_evt_Swap,defi,dex_amm,asset_swapped
blazeswap_flare,BlazeSwapFactory_evt_PairCreated,defi,dex_amm,pair_created
blur_blast,BlurExchangeV2_evt_Execution721MakerFeePacked,nft,nft_marketplaces,royalty_distributed
blur_blast,BlurExchangeV2_evt_Execution721Packed,nft,nft_marketplaces,order_filled
blur_blast,BlurExchangeV2_evt_Execution721TakerFeePacked,nft,nft_marketplaces,order_filled
blur_ethereum,Blend_evt_BuyLocked,nft,nft_lending_protocols,collateral_locked
blur_ethereum,Blend_evt_LoanOfferTaken,nft,nft_lending_protocols,loan_accepted
blur_ethereum,Blend_evt_Refinance,nft,nft_lending_protocols,loan_refinanced
blur_ethereum,Blend_evt_Repay,nft,nft_lending_protocols,debt_repaid
blur_ethereum,Blend_evt_Seize,nft,nft_lending_protocols,collateral_seized
blur_ethereum,Blend_evt_StartAuction,nft,nft_lending_protocols,auction_started
blur_ethereum,BlurAirdrop_evt_Claimed,nft,reward_systems,reward_claimed
blur_ethereum,BlurExchange_evt_OrdersMatched,nft,nft_marketplaces,orders_matched
blur_v2_ethereum,BlurPool_evt_Execution721MakerFeePacked,nft,nft_marketplaces,order_filled
blur_v2_ethereum,BlurPool_evt_Execution721Packed,nft,nft_marketplaces,order_filled
blur_v2_ethereum,BlurPool_evt_Execution721TakerFeePacked,nft,nft_marketplaces,order_filled
bnb,blocks,infra,blockchain_data,block_recorded
bnb,contracts,infra,blockchain_data,contract_stored
bnb,creation_traces # Added from original file,infra,blockchain_data,creation_traced
bnb,logs,infra,blockchain_data,log_emitted
bnb,logs_decoded,infra,blockchain_data,log_decoded
bnb,signatures,infra,function_registries,signature_registered
bnb,traces,infra,blockchain_data,trace_recorded
bnb,traces_decoded,infra,blockchain_data,trace_decoded
bnb,transactions,infra,blockchain_data,transaction_recorded
bnb_bnb,WBNB_evt_Deposit,infra,static_token_systems,token_deposited
bnb_bnb,WBNB_evt_Withdrawal,infra,static_token_systems,token_withdrawn
bob,blocks,infra,blockchain_data,block_recorded
bob,contracts,infra,blockchain_data,contract_stored
bob,creation_traces # Added from original file,infra,blockchain_data,creation_traced
bob,logs,infra,blockchain_data,log_emitted
bob,logs_decoded,infra,blockchain_data,log_decoded
bob,traces,infra,blockchain_data,trace_recorded
bob,traces_decoded,infra,blockchain_data,trace_decoded
bob,transactions,infra,blockchain_data,transaction_recorded
boba,blocks,infra,blockchain_data,block_recorded
boba,contracts,infra,blockchain_data,contract_stored
boba,creation_traces # Added from original file,infra,blockchain_data,creation_traced
boba,logs,infra,blockchain_data,log_emitted
boba,logs_decoded,infra,blockchain_data,log_decoded
boba,traces,infra,blockchain_data,trace_recorded
boba,traces_decoded,infra,blockchain_data,trace_decoded
boba,transactions,infra,blockchain_data,transaction_recorded
boost_arbitrum,QuestFactory_evt_MintFeePaid,social,quest_systems,fee_paid
boost_arbitrum,QuestFactory_evt_Quest1155Claimed,social,quest_systems,quest_claimed
boost_arbitrum,QuestFactory_evt_QuestClaimed,social,quest_systems,quest_claimed
boost_arbitrum,QuestFactory_evt_QuestClaimedData,social,quest_systems,quest_claimed
boost_arbitrum,QuestFactory_evt_QuestCreated,social,quest_systems,quest_created
boost_arbitrum,QuestFactory_evt_ReceiptMinted,social,quest_systems,receipt_minted
boost_base,QuestFactory_evt_MintFeePaid,social,quest_systems,fee_paid
boost_base,QuestFactory_evt_Quest1155Claimed,social,quest_systems,quest_claimed
boost_base,QuestFactory_evt_QuestClaimed,social,quest_systems,quest_claimed
boost_base,QuestFactory_evt_QuestClaimedData,social,quest_systems,quest_claimed
boost_base,QuestFactory_evt_QuestCreated,social,quest_systems,quest_created
boost_base,QuestFactory_evt_ReceiptMinted,social,quest_systems,receipt_minted
boost_ethereum,QuestFactory_evt_Quest1155Claimed,social,quest_systems,quest_claimed
boost_ethereum,QuestFactory_evt_QuestClaimed,social,quest_systems,quest_claimed
boost_ethereum,QuestFactory_evt_QuestClaimedData,social,quest_systems,quest_claimed
boost_ethereum,QuestFactory_evt_QuestCreated,social,quest_systems,quest_created
boost_ethereum,QuestFactory_evt_ReceiptMinted,social,quest_systems,receipt_minted
boost_optimism,QuestFactory_evt_MintFeePaid,social,quest_systems,fee_paid
boost_optimism,QuestFactory_evt_Quest1155Claimed,social,quest_systems,quest_claimed
boost_optimism,QuestFactory_evt_QuestClaimed,social,quest_systems,quest_claimed
boost_optimism,QuestFactory_evt_QuestClaimedData,social,quest_systems,quest_claimed
boost_optimism,QuestFactory_evt_QuestCreated,social,quest_systems,quest_created
boost_optimism,QuestFactory_evt_ReceiptMinted,social,quest_systems,receipt_minted
boost_polygon,QuestFactory_evt_MintFeePaid,social,quest_systems,fee_paid
boost_polygon,QuestFactory_evt_Quest1155Claimed,social,quest_systems,quest_claimed
boost_polygon,QuestFactory_evt_QuestClaimed,social,quest_systems,quest_claimed
boost_polygon,QuestFactory_evt_QuestClaimedData,social,quest_systems,quest_claimed
boost_polygon,QuestFactory_evt_QuestCreated,social,quest_systems,quest_created
boost_polygon,QuestFactory_evt_ReceiptMinted,social,quest_systems,receipt_minted
boost_zora,QuestFactory_evt_Quest1155Claimed,social,quest_systems,quest_claimed
boost_zora,QuestFactory_evt_QuestClaimed,social,quest_systems,quest_claimed
boost_zora,QuestFactory_evt_QuestClaimedData,social,quest_systems,quest_claimed
boost_zora,QuestFactory_evt_QuestCreated,social,quest_systems,quest_created
boost_zora,QuestFactory_evt_ReceiptMinted,social,quest_systems,receipt_minted
botto_ethereum,BottoAirdrop_evt_AirdropTransfer,governance,reward_systems,airdrop_transfer
bridge_optimism,standard_bridge_flows,bridge,bridge_protocols,tokens_bridged
bridgers_optimism,Bridgers_evt_Swap,bridge,bridge_protocols,asset_swapped
btcb_avalanche_c,bridgetoken_evt_mint,bridge,bridge_protocols,token_minted
btcb_avalanche_c,bridgetoken_evt_unwrap,bridge,bridge_protocols,asset_unwrapped
bubblegum_solana,bubblegum_call_transfer,nft,nft_assets,nft_transferred
bulletx_superseed,BulletXFactory_call_createPair,defi,dex_amm,pair_created
bulletx_superseed,BulletXV3Factory_evt_PoolCreated,defi,dex_amm,pool_created
bulletx_superseed,V2Pair_evt_Swap,defi,dex_amm,asset_swapped
bulletx_superseed,V3Pool_evt_Swap,defi,dex_amm,asset_swapped
bunni_v2_arbitrum,bunnihook_evt_swap,defi,dex_amm,asset_swapped
bunni_v2_base,bunnihook_evt_swap,defi,dex_amm,asset_swapped
bunni_v2_bnb,bunnihook_evt_swap,defi,dex_amm,asset_swapped
bunni_v2_ethereum,bunnihook_evt_swap,defi,dex_amm,asset_swapped
bunni_v2_unichain,bunnihook_evt_swap,defi,dex_amm,asset_swapped
burrbear_berachain,factory_call_create,defi,liquidity_pools,pool_created
burrbear_berachain,factory_evt_poolcreated,defi,liquidity_pools,pool_created
burrbear_berachain,vault_evt_poolbalancechanged,defi,liquidity_pools,liquidity_managed
burrbear_berachain,vault_evt_poolregistered,defi,liquidity_pools,pool_registered
burrbear_berachain,vault_evt_swap,defi,liquidity_pools,asset_swapped
butter_base,butterrouterv2_evt_swapandbridge,bridge,bridge_protocols,tokens_bridged
butter_mantle,ButterFactory_evt_PoolCreated,defi,dex_amm,pool_created
camelot_apechain,camelotfactory_evt_paircreated,defi,dex_amm,pair_created
camelot_apechain,camelotpair_evt_swap,defi,dex_amm,asset_swapped
camelot_arbitrum,CamelotFactory_evt_PairCreated,defi,dex_amm,pair_created
camelot_arbitrum,CamelotPair_evt_Burn,defi,dex_amm,liquidity_removed
camelot_arbitrum,CamelotPair_evt_FeePercentUpdated,defi,dex_amm,fee_percentage_changed
camelot_arbitrum,CamelotPair_evt_Mint,defi,dex_amm,liquidity_added
camelot_arbitrum,CamelotPair_evt_Swap,defi,dex_amm,asset_swapped
camelot_corn,AlgebraFactory_evt_Pool,defi,dex_amm,pool_created
camelot_corn,AlgebraPool_evt_Swap,defi,dex_amm,asset_swapped
camelot_corn,CamelotFactory_evt_PairCreated,defi,dex_amm,pair_created
camelot_corn,CamelotPair_evt_Swap,defi,dex_amm,asset_swapped
camelot_corn,CamelotYakRouter_evt_YakSwap,defi,dex_aggregator,aggregate_swapped
camelot_v3_arbitrum,AlgebraFactory_evt_Pool,defi,dex_amm,pool_created
camelot_v3_arbitrum,AlgebraPool_evt_Fee,defi,fee_systems,fee_set
camelot_v3_arbitrum,AlgebraPool_evt_Swap,defi,dex_amm,asset_swapped
campfire_avalanche_c,CampfireMarket_evt_Sale,nft,nft_marketplaces,nft_sold
carbon_defi_base,CarbonController_evt_TokensTraded,defi,dex_amm,tokens_traded
carbon_defi_celo,CarbonController_evt_TokensTraded,defi,dex_amm,tokens_traded
carbon_defi_celo,CarbonVortex_evt_TokenTraded,defi,dex_amm,token_traded
carbon_defi_ethereum,CarbonController_evt_TokensTraded,defi,dex_amm,tokens_traded
carbon_defi_ethereum,CarbonVortex_evt_TokenTraded,defi,dex_amm,token_traded
carbon_defi_mantle,CarbonController_evt_TokensTraded,defi,dex_amm,tokens_traded
carbon_defi_sei,CarbonController_evt_TokensTraded,defi,dex_amm,tokens_traded
carbon_defi_sei,CarbonVortex_evt_TokenTraded,defi,dex_amm,token_traded
carbon_defi_tac,CarbonController_evt_TokensTraded,defi,dex_amm,tokens_traded
carbonhood_celo,Router_evt_Swap,defi,dex_amm,asset_swapped
celer_arbitrum,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_arbitrum,bridge_evt_send,bridge,bridge_protocols,bridge_requested
celer_avalanche_c,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_avalanche_c,bridge_evt_send,bridge,bridge_protocols,bridge_requested
celer_base,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_base,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_blast,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_blast,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_bnb,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_bnb,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_ethereum,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_ethereum,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_fantom,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_fantom,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_gnosis,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_gnosis,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_linea,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_linea,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_nova,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_nova,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_opbnb,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_opbnb,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_optimism,Bridge_evt_Send,bridge,bridge_protocols,tokens_sent
celer_optimism,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_optimism,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_polygon,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_polygon,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_scroll,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_scroll,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celer_zksync,bridge_evt_relay,bridge,bridge_protocols,relay_filled
celer_zksync,bridge_evt_send,bridge,bridge_protocols,tokens_sent
celo,blocks,infra,blockchain_data,block_recorded
celo,contracts,infra,blockchain_data,contract_stored
celo,creation_traces # Added from original file,infra,blockchain_data,creation_traced
celo,logs,infra,blockchain_data,log_emitted
celo,logs_decoded,infra,blockchain_data,log_decoded
celo,signatures,infra,function_registries,signature_registered
celo,traces,infra,blockchain_data,trace_recorded
celo,traces_decoded,infra,blockchain_data,trace_decoded
celo,transactions,infra,blockchain_data,transaction_recorded
celo_core_celo,validators_evt_validatorderegistered,staking,validator_registries,validator_deregistered
celo_core_celo,validators_evt_validatorregistered,staking,validator_registries,validator_registered
cex,addresses,analytics,address_registries,address_labeled
cex_optimism,addresses,analytics,address_registries,address_labeled
chainhop_optimism,TransferSwapper_evt_DirectSwap,defi,dex_aggregator,asset_swapped
chainlink,price_feeds,oracle,oracle_feeds,price_updated
chainlink_ethereum,price_feeds,oracle,oracle_feeds,price_updated
chikn_avalanche_c,ChiknToken_evt_PurchaseEvent,nft,nft_marketplaces,nft_sold
chronos_arbitrum,PairFactoryAMM_evt_PairCreated,defi,dex_amm,pair_created
chronos_arbitrum,PoolAMM_evt_Swap,defi,dex_amm,asset_swapped
cipher_arbitrum,Cipher_evt_Trade,defi,dex_orderbook,order_settled
circle_arbitrum,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_arbitrum,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_arbitrum,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
circle_avalanche_c,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_avalanche_c,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_avalanche_c,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
circle_base,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_base,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_base,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
circle_ethereum,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_ethereum,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_ethereum,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
circle_optimism,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_optimism,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_optimism,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
circle_polygon,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_polygon,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_polygon,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
circle_unichain,messagetransmitter_evt_messagereceived,bridge,bridge_protocols,cross_chain_message_received
circle_unichain,tokenmessenger_evt_depositforburn,bridge,bridge_protocols,tokens_burned
circle_unichain,tokenmessenger_evt_mintandwithdraw,bridge,bridge_protocols,tokens_minted
citadelswap_base,CitadelFactory_evt_PairCreated,defi,dex_amm,pair_created
citadelswap_base,CitadelPair_evt_Swap,defi,dex_amm,asset_swapped
cldex_kaia,cldexfactory_evt_paircreated,defi,dex_amm,pair_created
cldex_kaia,cldexpair_evt_swap,defi,dex_amm,asset_swapped
clipper_arbitrum,ClipperCove_evt_CoveSwapped,defi,dex_amm,asset_swapped
clipper_arbitrum,ClipperCove_v2_evt_CoveSwapped,defi,dex_amm,asset_swapped
clipper_arbitrum,ClipperPackedVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_arbitrum,ClipperPackedVerifiedExchange_v2_evt_Swapped,defi,dex_amm,asset_swapped
clipper_base,ClipperPackedVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_ethereum,ClipperApproximateCaravelExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_ethereum,ClipperCaravelExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_ethereum,ClipperExchangeInterface_evt_Swapped,defi,dex_amm,asset_swapped
clipper_ethereum,ClipperVerifiedCaravelExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_mantle,ClipperPackedVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_optimism,ClipperCove_evt_CoveSwapped,defi,dex_amm,asset_swapped
clipper_optimism,ClipperPackedExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_optimism,ClipperPackedVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_polygon,ClipperCove_evt_CoveSwapped,defi,dex_amm,asset_swapped
clipper_polygon,ClipperDirectExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_polygon,ClipperVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
clipper_zkevm,ClipperPackedOracleVerifiedExchange_evt_Swapped,defi,dex_amm,asset_swapped
collectionswap_ethereum,CollectionPoolFactory_call_createPoolERC20,nft,nft_marketplaces,pool_created
collectionswap_ethereum,CollectionPoolFactory_call_createPoolERC20Filtered,nft,nft_marketplaces,pool_created
collectionswap_ethereum,CollectionPoolFactory_call_createPoolETH,nft,nft_marketplaces,pool_created
collectionswap_ethereum,CollectionPoolFactory_call_createPoolETHFiltered,nft,nft_marketplaces,pool_created
collectionswap_ethereum,CollectionPoolFactory_evt_NewPool,nft,nft_marketplaces,pool_created
collectionswap_ethereum,CollectionPool_evt_SwapNFTInPool,nft,nft_marketplaces,nft_sold
collectionswap_ethereum,CollectionPool_evt_SwapNFTOutPool,nft,nft_marketplaces,nft_sold
component_ethereum,MerkleDistributor_evt_Claimed,defi,reward_systems,reward_claimed
compound_v1_ethereum,MoneyMarket_evt_BorrowLiquidated,lending,liquidation_systems,collateral_seized
compound_v1_ethereum,MoneyMarket_evt_BorrowRepaid,lending,money_markets,debt_repaid
compound_v1_ethereum,MoneyMarket_evt_BorrowTaken,lending,money_markets,debt_origination
compound_v2_ethereum,GovernorBravoDelegate_evt_ProposalCanceled,governance,proposal_systems,proposal_canceled
compound_v2_ethereum,GovernorBravoDelegate_evt_ProposalCreated,governance,proposal_systems,proposal_created
compound_v2_ethereum,GovernorBravoDelegate_evt_ProposalExecuted,governance,proposal_systems,proposal_executed
compound_v2_ethereum,GovernorBravoDelegate_evt_ProposalQueued,governance,proposal_systems,proposal_queued
compound_v2_ethereum,GovernorBravoDelegate_evt_VoteCast,governance,voting_systems,vote_cast
compound_v2_ethereum,cErc20_evt_Borrow,lending,money_markets,debt_origination
compound_v2_ethereum,cErc20_evt_LiquidateBorrow,lending,liquidation_systems,collateral_seized
compound_v2_ethereum,cErc20_evt_Mint,lending,money_markets,token_minted
compound_v2_ethereum,cErc20_evt_Redeem,lending,money_markets,redeem_executed
compound_v2_ethereum,cErc20_evt_RepayBorrow,lending,money_markets,debt_repaid
compound_v2_ethereum,cEther_evt_Borrow,lending,money_markets,debt_origination
compound_v2_ethereum,cEther_evt_LiquidateBorrow,lending,liquidation_systems,collateral_seized
compound_v2_ethereum,cEther_evt_Mint,lending,money_markets,token_minted
compound_v2_ethereum,cEther_evt_Redeem,lending,money_markets,redeem_executed
compound_v2_ethereum,cEther_evt_RepayBorrow,lending,money_markets,debt_repaid
compound_v3_arbitrum,cUSDCev3_evt_AbsorbCollateral,lending,liquidation_systems,collateral_absorbed
compound_v3_arbitrum,cUSDCev3_evt_AbsorbDebt,lending,liquidation_systems,debt_absorbed
compound_v3_arbitrum,cUSDCev3_evt_Supply,lending,money_markets,supply_deposited
compound_v3_arbitrum,cUSDCev3_evt_SupplyCollateral,lending,collateralized_lending,collateral_supplied
compound_v3_arbitrum,cUSDCev3_evt_Transfer,lending,money_markets,token_transferred
compound_v3_arbitrum,cUSDCev3_evt_Withdraw,lending,money_markets,supply_withdrawn
compound_v3_arbitrum,cUSDCev3_evt_WithdrawCollateral,lending,collateralized_lending,collateral_withdrawn
compound_v3_arbitrum,cUSDCv3_evt_AbsorbCollateral,lending,liquidation_systems,collateral_absorbed
compound_v3_arbitrum,cUSDCv3_evt_AbsorbDebt,lending,liquidation_systems,debt_absorbed
compound_v3_arbitrum,cUSDCv3_evt_Supply,lending,money_markets,supply_deposited
compound_v3_arbitrum,cUSDCv3_evt_SupplyCollateral,lending,collateralized_lending,collateral_supplied
compound_v3_arbitrum,cUSDCv3_evt_Transfer,lending,collateralized_lending,token_transferred
compound_v3_arbitrum,cUSDCv3_evt_Withdraw,lending,collateralized_lending,token_withdrawn
compound_v3_arbitrum,cUSDCv3_evt_WithdrawCollateral,lending,collateralized_lending,collateral_withdrawn
compound_v3_base,cUSDCv3_evt_AbsorbCollateral,lending,liquidation_systems,collateral_absorbed
compound_v3_base,cUSDCv3_evt_AbsorbDebt,lending,liquidation_systems,debt_absorbed
compound_v3_base,cUSDCv3_evt_Supply,lending,money_markets,supply_deposited
compound_v3_base,cUSDCv3_evt_SupplyCollateral,lending,collateralized_lending,collateral_supplied
compound_v3_base,cUSDCv3_evt_Transfer,lending,collateralized_lending,token_transferred
compound_v3_base,cUSDCv3_evt_Withdraw,lending,money_markets,token_withdrawn
compound_v3_base,cUSDCv3_evt_WithdrawCollateral,lending,collateralized_lending,collateral_withdrawn
compound_v3_base,cUSDbCv3Comet_evt_AbsorbCollateral,lending,liquidation_systems,collateral_absorbed
compound_v3_base,cUSDbCv3Comet_evt_AbsorbDebt,lending,liquidation_systems,debt_absorbed
compound_v3_base,cUSDbCv3Comet_evt_Supply,lending,money_markets,supply_deposited
compound_v3_base,cUSDbCv3Comet_evt_SupplyCollateral,lending,collateralized_lending,collateral_supplied
compound_v3_base,cUSDbCv3Comet_evt_Transfer,lending,collateralized_lending,token_transferred
compound_v3_base,cUSDbCv3Comet_evt_Withdraw,lending,money_markets,token_withdrawn
compound_v3_base,cUSDbCv3Comet_evt_WithdrawCollateral,lending,collateralized_lending,collateral_withdrawn
compound_v3_base,cWETHv3_evt_AbsorbCollateral,lending,liquidation_systems,collateral_absorbed
compound_v3_base,cWETHv3_evt_AbsorbDebt,lending,liquidation_systems,debt_absorbed
compound_v3_base,cWETHv3_evt_Supply,lending,money_markets,supply_deposited
compound_v3_base,cWETHv3_evt_SupplyCollateral,lending,collateralized_lending,collateral_supplied
compound_v3_base,cWETHv3_evt_Transfer,lending,collateralized_lending,token_transferred
compound_v3_base,cWETHv3_evt_Withdraw,lending,money_markets,token_withdrawn
compound_v3_base,cWETHv3_evt_WithdrawCollateral,lending,collateralized_lending,collateral_withdrawn
compound_v3_ethereum,cUSDCv3_evt_AbsorbCollateral,lending,collateralized_lending,collateral_absorbed
compound_v3_ethereum,cUSDCv3_evt_AbsorbDebt,lending,collateralized_lending,debt_absorbed
